id_source,id_target,fake_news_shared_by_source,fake_news_shared_by_target,real_news_shared_by_source,real_news_shared_by_target
7337,3029,0,0,1,1
7337,3051,0,1,1,0
7337,3066,0,1,1,0
7337,3167,0,1,1,0
3203,7337,0,0,1,1
3212,7337,1,0,0,1
3217,7337,0,0,1,1
3306,7337,5,0,0,1
3362,7337,0,0,1,1
7337,3383,0,1,1,1
7337,3390,0,0,1,1
7337,3393,0,0,1,1
3408,7337,0,0,1,1
7337,3500,0,3,1,0
3533,7337,2,0,0,1
7337,3549,0,1,1,0
3603,7337,0,0,1,1
7337,3670,0,0,1,1
3933,7337,2,0,0,1
7337,3937,0,0,1,1
7337,4010,0,0,1,3
4047,7337,0,0,3,1
4086,7337,1,0,0,1
4228,7337,0,0,1,1
4251,7337,1,0,0,1
7337,4369,0,0,1,4
4417,7337,0,0,1,1
7337,4431,0,0,1,1
4461,7337,0,0,1,1
7337,4489,0,4,1,1
7337,4539,0,0,1,1
7337,4550,0,4,1,2
7337,4766,0,1,1,0
7337,4821,0,1,1,0
7337,4827,0,1,1,0
7337,4833,0,1,1,0
7337,4864,0,0,1,1
7337,4879,0,0,1,1
7337,5021,0,0,1,1
5040,7337,0,0,1,1
7337,5103,0,0,1,1
5223,7337,0,0,1,1
7337,5236,0,1,1,0
7337,5254,0,0,1,1
7337,5342,0,0,1,1
7337,5670,0,1,1,1
7337,5731,0,1,1,1
7337,5821,0,1,1,0
7337,5849,0,0,1,1
7337,5870,0,0,1,1
5906,7337,0,0,1,1
7337,5911,0,0,1,1
5939,7337,1,0,0,1
6570,7337,1,0,0,1
6602,7337,0,0,3,1
7337,6608,0,1,1,0
6821,7337,0,0,1,1
7337,6857,0,1,1,0
6874,7337,0,0,1,1
6955,7337,0,0,2,1
6961,7337,1,0,0,1
7337,6962,0,2,1,0
6984,7337,0,0,1,1
7337,7021,0,0,1,1
7337,7047,0,1,1,0
7337,7167,0,1,1,0
7189,7337,1,0,0,1
7337,7241,0,0,1,1
7337,7254,0,1,1,0
7335,7337,1,0,0,1
7398,7337,1,0,0,1
7337,7456,0,1,1,0
7733,7337,0,0,1,1
7784,7337,0,0,1,1
7337,7813,0,2,1,0
7845,7337,0,0,1,1
7859,7337,1,0,0,1
7887,7337,4,0,0,1
7889,7337,0,0,1,1
7337,7950,0,0,1,1
7337,7963,0,0,1,1
8053,7337,1,0,1,1
7337,8121,0,0,1,1
8133,7337,0,0,1,1
8168,7337,2,0,0,1
8201,7337,0,0,1,1
7337,8211,0,1,1,0
7337,8293,0,2,1,0
8299,7337,0,0,1,1
8338,7337,0,0,4,1
7337,8514,0,0,1,1
8717,7337,0,0,1,1
8728,7337,0,0,1,1
7337,8920,0,1,1,0
8972,7337,0,0,1,1
7337,9034,0,2,1,0
7337,9134,0,0,1,2
9171,7337,1,0,0,1
9225,7337,0,0,2,1
9350,7337,0,0,1,1
9358,7337,2,0,0,1
9593,7337,0,0,2,1
7337,9683,0,1,1,0
9877,7337,0,0,1,1
9944,7337,1,0,0,1
9949,7337,0,0,1,1
7337,9968,0,0,1,1
7337,9993,0,1,1,0
10118,7337,0,0,1,1
7337,10130,0,0,1,5
7337,10161,0,0,1,1
7337,10204,0,1,1,0
7337,10217,0,3,1,0
7337,10241,0,7,1,1
10397,7337,1,0,0,1
10475,7337,1,0,0,1
7337,10489,0,0,1,1
10571,7337,0,0,1,1
7337,10774,0,0,1,1
7337,10803,0,1,1,0
7337,10862,0,0,1,1
7337,11072,0,0,1,1
7337,11146,0,0,1,1
11156,7337,0,0,2,1
7337,11225,0,0,1,1
11305,7337,1,0,0,1
7337,11381,0,1,1,0
7337,11388,0,3,1,0
11391,7337,0,0,1,1
7337,11407,0,2,1,0
7337,11424,0,0,1,1
11461,7337,4,0,0,1
7337,11504,0,1,1,0
7337,11623,0,1,1,0
7337,11682,0,0,1,1
7337,11707,0,0,1,3
11753,7337,1,0,0,1
7337,11862,0,1,1,2
11868,7337,0,0,1,1
7337,11887,0,11,1,8
11968,7337,1,0,0,1
7337,11973,0,0,1,1
7337,12030,0,0,1,1
12144,7337,1,0,0,1
7337,12283,0,0,1,4
7337,12287,0,1,1,0
7337,12386,0,0,1,1
12428,7337,1,0,1,1
7337,12497,0,0,1,4
7337,12570,0,0,1,1
7337,12593,0,0,1,1
12625,7337,1,0,0,1
12739,7337,4,0,1,1
7337,12906,0,0,1,1
7337,12912,0,0,1,2
7337,13014,0,0,1,1
13103,7337,1,0,0,1
7337,13208,0,1,1,0
7337,13336,0,0,1,1
7337,13396,0,0,1,2
7337,13406,0,0,1,1
7337,13466,0,1,1,0
7337,13534,0,1,1,0
7337,13543,0,4,1,1
7337,13544,0,1,1,0
7337,13576,0,0,1,1
13602,7337,0,0,1,1
13648,7337,0,0,1,1
13715,7337,0,0,1,1
7337,13761,0,1,1,0
7337,13823,0,0,1,1
7337,13827,0,1,1,0
7337,14216,0,2,1,0
14305,7337,0,0,1,1
14369,7337,4,0,0,1
14414,7337,2,0,0,1
7337,14517,0,1,1,0
14543,7337,0,0,1,1
7337,14586,0,1,1,0
7337,14605,0,1,1,0
7337,14683,0,0,1,1
7337,14919,0,0,1,1
7337,14938,0,2,1,0
7337,14945,0,0,1,1
7337,15138,0,0,1,1
7337,15220,0,1,1,0
128,7341,0,1,1,0
5491,7341,1,1,0,0
5531,7341,0,1,1,0
11337,7341,1,1,0,0
13111,7341,0,1,2,0
11843,7345,2,2,0,0
7423,7352,1,4,0,0
7359,656,0,4,1,0
7359,743,0,0,1,1
7359,973,0,2,1,0
1380,7359,1,0,1,1
7359,1565,0,0,1,1
1897,7359,0,0,1,1
7359,2065,0,1,1,2
7359,3175,0,1,1,0
7359,4102,0,1,1,0
4866,7359,0,0,1,1
5707,7359,1,0,1,1
7359,5866,0,0,1,1
6451,7359,0,0,1,1
7359,7739,0,0,1,1
7811,7359,1,0,0,1
7359,9341,0,0,1,1
7359,10371,0,0,1,1
7359,12389,0,0,1,1
13548,7359,0,0,1,1
834,7364,0,1,1,0
1566,7364,0,1,1,0
4548,7364,1,1,0,0
6039,7364,0,1,1,0
7480,7364,0,1,1,0
8694,7364,0,1,3,0
7364,13074,1,1,0,0
13635,7364,4,1,0,0
8508,7367,1,0,0,1
9596,7367,1,0,0,1
11750,7367,0,0,1,1
12129,7367,0,0,1,1
789,7373,1,0,0,5
2260,7373,0,0,1,5
3887,7373,3,0,0,5
789,7397,1,1,0,0
5680,7397,2,1,0,0
6183,7397,0,1,1,0
7970,7397,0,1,1,0
8548,7397,0,1,1,0
11843,7397,2,1,0,0
7398,584,1,1,0,0
621,7398,1,1,0,0
7398,1008,1,0,0,1
7398,1081,1,0,0,1
7398,1544,1,0,0,5
7398,4520,1,0,0,1
7398,6608,1,1,0,0
7242,7398,0,1,1,0
7398,7337,1,0,0,1
7398,7963,1,0,0,1
7398,7970,1,0,0,1
7398,9596,1,1,0,0
7398,9869,1,1,0,0
7398,10364,1,3,0,0
7398,10726,1,1,0,0
7398,11337,1,1,0,0
7398,11642,1,0,0,1
7398,12330,1,0,0,2
921,7401,1,3,0,0
2734,7401,0,3,1,0
7970,7401,0,3,1,0
7401,14342,3,1,0,0
1973,7402,1,0,0,1
2986,7408,0,1,1,0
4369,7408,0,1,4,0
7970,7408,0,1,1,0
9596,7408,1,1,0,0
7421,3132,1,1,0,0
6527,7421,1,1,0,0
8426,7421,0,1,1,0
7421,9341,1,0,0,1
11363,7421,0,1,1,0
7421,14091,1,0,0,1
7423,3790,1,1,0,0
254,7433,1,0,1,1
437,7433,1,0,0,1
584,7433,1,0,0,1
1008,7433,0,0,1,1
1307,7433,2,0,0,1
1973,7433,1,0,0,1
2196,7433,1,0,0,1
3639,7433,1,0,2,1
3887,7433,3,0,0,1
4368,7433,1,0,0,1
4520,7433,0,0,1,1
7433,5049,0,0,1,3
5452,7433,0,0,3,1
6177,7433,1,0,0,1
7433,7137,0,1,1,0
7549,7433,1,0,0,1
8299,7433,0,0,1,1
9853,7433,1,0,0,1
9949,7433,0,0,1,1
10500,7433,0,0,1,1
13807,7433,0,0,1,1
13812,7433,3,0,0,1
13986,7433,0,0,1,1
14781,7433,2,0,1,1
15015,7433,0,0,1,1
2934,7445,1,0,0,1
12129,7445,0,0,1,1
13877,7445,1,0,0,1
789,7449,1,1,0,0
584,7456,1,1,0,0
789,7456,1,1,0,0
1183,7456,0,1,1,0
3393,7456,0,1,1,0
4520,7456,0,1,1,0
7456,4766,1,1,0,0
7242,7456,0,1,1,0
7337,7456,0,1,1,0
7970,7456,0,1,1,0
7456,11302,1,0,0,1
11328,7456,1,1,0,0
11459,7456,1,1,0,0
11818,7456,1,1,0,0
7456,12287,1,1,0,0
7456,12593,1,0,0,1
11843,7458,2,1,0,0
264,7461,0,0,1,1
6183,7461,0,0,1,1
7333,7461,0,0,1,1
621,7475,1,1,0,0
1068,7475,1,1,0,0
5147,7475,2,1,0,0
7475,7482,1,2,0,0
7874,7475,0,1,1,0
7970,7475,0,1,1,0
9596,7475,1,1,0,0
11459,7475,1,1,0,0
11859,7475,0,1,1,0
7475,12582,1,0,0,1
7475,14061,1,0,0,3
1380,7477,1,1,1,0
7477,1662,1,1,0,0
1897,7477,0,1,1,0
7477,2065,1,1,0,2
2069,7477,1,1,0,0
7477,2313,1,0,0,1
7477,4229,1,0,0,1
7477,5146,1,1,0,0
7477,5204,1,3,0,0
5999,7477,1,1,0,0
6289,7477,1,1,0,0
7477,6370,1,1,0,0
6451,7477,0,1,1,0
7811,7477,1,1,0,0
8135,7477,0,1,1,0
7477,8646,1,0,0,2
8694,7477,0,1,3,0
9680,7477,0,1,1,0
7477,9740,1,2,0,0
7477,9938,1,3,0,0
11363,7477,0,1,1,0
7477,12389,1,0,0,1
12984,7477,0,1,1,0
13635,7477,4,1,0,0
7477,14806,1,1,0,1
7480,264,0,0,1,1
7480,539,0,1,1,1
7480,702,0,1,1,0
7480,771,0,0,1,6
7480,1318,0,0,1,1
7480,1544,0,0,1,5
7480,1662,0,1,1,0
7480,1880,0,1,1,0
7480,2313,0,0,1,1
7480,2335,0,1,1,0
7480,2603,0,0,1,2
7480,2876,0,0,1,1
7480,3360,0,0,1,1
7480,3753,0,0,1,2
7480,3993,0,1,1,0
7480,4237,0,1,1,0
7480,4303,0,1,1,0
7480,4432,0,0,1,1
7480,4667,0,0,1,1
7480,4702,0,1,1,0
7480,5707,0,1,1,1
7480,5983,0,0,1,1
7480,6163,0,0,1,1
7480,6209,0,0,1,1
7480,6213,0,0,1,1
7480,7075,0,2,1,0
7480,7190,0,1,1,0
7480,7364,0,1,1,0
7480,7811,0,1,1,0
7480,8054,0,1,1,0
7480,8069,0,0,1,1
7480,8072,0,0,1,1
8168,7480,2,0,0,1
7480,8218,0,1,1,0
7480,8343,0,0,1,1
7480,8632,0,2,1,0
8694,7480,0,0,3,1
7480,8831,0,1,1,0
7480,8848,0,1,1,0
7480,8934,0,0,1,1
7480,9253,0,0,1,1
7480,9357,0,0,1,1
7480,9630,0,1,1,0
7480,9727,0,1,1,0
7480,9742,0,1,1,1
7480,9848,0,0,1,19
7480,9912,0,1,1,0
7480,9998,0,2,1,0
7480,10064,0,0,1,1
7480,10212,0,1,1,0
7480,10691,0,1,1,0
7480,10890,0,1,1,0
7480,10907,0,0,1,1
11750,7480,0,0,1,1
7480,11804,0,1,1,0
7480,12049,0,0,1,2
7480,12091,0,0,1,1
7480,12554,0,0,1,1
7480,12668,0,0,1,1
7480,12887,0,0,1,1
7480,12893,0,0,1,1
7480,13120,0,1,1,0
7480,13360,0,0,1,1
7480,13412,0,1,1,0
7480,13991,0,0,1,4
7480,14158,0,1,1,0
7480,14386,0,1,1,0
7480,14435,0,0,1,1
7480,14537,0,1,1,0
7480,15152,0,0,1,1
7480,15196,0,2,1,0
621,7482,1,2,0,0
7482,1544,2,0,0,5
1830,7482,0,2,1,0
4186,7482,0,2,2,0
5531,7482,0,2,1,0
7482,6373,2,0,0,2
6648,7482,1,2,0,0
6821,7482,0,2,1,0
7475,7482,1,2,0,0
7549,7482,1,2,0,0
7753,7482,1,2,0,0
7963,7482,0,2,1,0
8004,7482,0,2,1,0
9853,7482,1,2,0,0
10736,7482,1,2,0,0
10776,7482,1,2,0,0
11459,7482,1,2,0,0
7482,12230,2,0,0,1
12287,7482,1,2,0,0
12874,7482,1,2,0,0
13266,7482,0,2,1,0
13690,7482,1,2,0,0
7482,14061,2,0,0,3
14945,7482,0,2,1,0
789,7483,1,8,0,0
830,7483,2,8,0,0
3592,7483,0,8,1,0
4378,7483,0,8,1,0
7970,7483,0,8,1,0
10952,7483,1,8,0,0
11843,7483,2,8,0,0
13989,7483,1,8,0,0
14937,7483,2,8,0,0
6039,7499,0,0,1,1
8135,7499,0,0,1,1
8694,7499,0,0,3,1
14925,7499,2,0,0,1
789,7506,1,0,0,1
740,7508,1,1,0,0
789,7508,1,1,0,0
2866,7508,1,1,0,0
2734,7514,0,0,1,1
2972,7514,0,0,1,1
5680,7514,2,0,0,1
6719,7514,1,0,0,1
8135,7514,0,0,1,1
12672,7514,0,0,1,1
7970,7517,0,0,1,1
7517,8329,0,1,1,0
7517,10184,0,2,1,0
789,7527,1,0,0,1
3887,7528,3,1,0,0
10952,7528,1,1,0,0
7549,11337,1,1,0,0
7555,5301,4,1,0,1
7480,7555,0,4,1,0
14925,7555,2,4,0,0
5491,7564,1,0,0,1
1973,7566,1,0,0,5
3519,7566,10,0,2,5
3592,7566,0,0,1,5
3887,7566,3,0,0,5
4520,7566,0,0,1,5
5531,7566,0,0,1,5
7242,7566,0,0,1,5
7566,7765,0,0,5,2
10952,7566,1,0,0,5
12330,7566,0,0,2,5
12607,7566,0,0,1,5
13690,7566,1,0,0,5
13807,7566,0,0,1,5
6183,7569,0,0,1,2
1183,7578,0,2,1,0
3027,7578,1,2,0,0
7578,10531,2,0,0,1
12439,7578,0,2,1,0
7578,13869,2,1,0,0
11843,7579,2,1,0,1
7585,1833,1,0,0,8
2330,7585,3,1,0,0
2833,7585,0,1,1,0
2972,7585,0,1,1,0
4650,7585,3,1,0,0
5999,7585,1,1,0,0
8365,7585,1,1,0,0
7585,10212,1,1,0,0
12276,7585,1,1,0,0
13036,7585,0,1,1,0
13136,7585,0,1,4,0
7585,13542,1,1,0,0
7585,13991,1,0,0,4
14183,7585,0,1,1,0
11843,7589,2,0,0,3
3571,7596,2,1,1,0
1402,7623,0,0,1,1
8135,7629,0,0,1,1
740,7671,1,1,0,0
789,7671,1,1,0,0
2972,7671,0,1,1,0
7137,7671,1,1,0,0
10690,7671,3,1,0,0
11337,7671,1,1,0,0
11424,7671,0,1,1,0
12672,7671,0,1,1,0
13986,7671,0,1,1,0
7672,1008,1,0,0,1
7672,1565,1,0,0,1
7672,2562,1,0,0,2
3179,7672,1,1,0,0
7672,3309,1,0,0,1
7672,3639,1,1,0,2
7672,4590,1,0,0,4
7672,4710,1,1,0,0
5015,7672,1,1,0,0
7672,5236,1,1,0,0
7672,5659,1,1,0,0
7672,5916,1,1,0,1
5939,7672,1,1,0,0
7672,6345,1,0,0,1
6570,7672,1,1,0,0
7672,6696,1,0,0,1
7189,7672,1,1,0,0
7672,7313,1,1,0,0
7672,8546,1,1,0,1
7672,9100,1,1,0,0
7672,9358,1,2,0,0
7672,9449,1,1,0,0
7672,9747,1,1,0,0
7672,10270,1,0,0,1
7672,10278,1,1,0,0
7672,10802,1,0,0,5
7672,10837,1,1,0,0
7672,11156,1,0,0,2
7672,11424,1,0,0,1
7672,11461,1,4,0,0
7672,11753,1,1,0,0
7672,11940,1,0,0,1
7672,12030,1,0,0,1
7672,12378,1,1,0,0
7672,12428,1,1,0,1
7672,13335,1,1,0,0
7672,14781,1,2,0,1
7672,14860,1,0,0,1
7672,14945,1,0,0,1
2260,7673,0,0,1,1
3887,7673,3,0,0,1
10432,7673,1,0,0,1
10952,7673,1,0,0,1
789,7674,1,0,0,1
11843,7674,2,0,0,1
789,7697,1,1,0,0
2260,7697,0,1,1,0
1008,7709,0,0,1,1
2360,7709,1,0,0,1
2737,7709,1,0,0,1
3309,7709,0,0,1,1
4634,7709,2,0,0,1
5342,7709,0,0,1,1
5714,7709,0,0,6,1
7047,7709,1,0,0,1
7178,7709,0,0,2,1
7709,9869,0,1,1,0
10690,7709,3,0,0,1
11642,7709,0,0,1,1
7709,11784,0,0,1,1
12152,7709,1,0,0,1
789,7718,1,1,0,0
1068,7718,1,1,0,0
1973,7718,1,1,0,0
2260,7718,0,1,1,0
4378,7718,0,1,1,0
7970,7718,0,1,1,0
9834,7718,2,1,0,0
6183,7719,0,0,1,1
7719,8112,0,1,1,0
8715,7719,1,0,0,1
789,7722,1,0,0,1
830,7722,2,0,0,1
3887,7722,3,0,0,1
5680,7722,2,0,0,1
6183,7722,0,0,1,1
7549,7722,1,0,0,1
8135,7722,0,0,1,1
10952,7722,1,0,0,1
5680,7726,2,1,0,0
10905,7726,1,1,0,0
12257,7726,1,1,0,0
12672,7726,0,1,1,0
7731,595,1,1,0,0
7731,921,1,1,0,0
7731,1318,1,0,0,1
7731,2246,1,0,0,1
7731,2313,1,0,0,1
7731,2393,1,1,0,0
2578,7731,0,1,1,0
2734,7731,0,1,1,0
7731,2950,1,1,0,0
7731,3391,1,1,0,0
7731,3915,1,1,0,0
7731,4229,1,0,0,1
7731,4303,1,1,0,0
7731,4769,1,1,0,0
7731,5463,1,4,0,0
7731,5765,1,0,0,1
7731,5866,1,0,0,1
7731,6085,1,1,0,0
7731,6213,1,0,0,1
7731,6221,1,1,0,0
7731,6349,1,1,0,0
7731,6548,1,0,0,1
7731,6591,1,5,0,0
7731,6784,1,2,0,0
7731,7811,1,1,0,0
7731,7888,1,0,0,1
7731,8010,1,0,0,1
7731,8054,1,1,0,0
7731,8100,1,1,0,0
7731,8343,1,0,0,1
7731,8507,1,1,0,0
7731,8530,1,1,0,2
7731,8632,1,2,0,0
7731,8831,1,1,0,0
7731,9089,1,1,0,0
7731,9176,1,0,0,1
7731,9341,1,0,0,1
7731,9888,1,0,0,1
7731,11927,1,1,0,0
7731,12367,1,1,0,0
7731,12628,1,1,0,0
7731,12895,1,1,0,0
7731,12901,1,13,0,0
7731,13548,1,0,0,1
7731,14191,1,0,0,1
7731,14467,1,0,0,1
7731,14806,1,1,0,1
789,7732,1,0,0,1
3333,7732,4,0,0,1
3670,7732,0,0,1,1
12129,7732,0,0,1,1
13208,7732,1,0,0,1
14315,7732,1,0,0,1
621,7733,1,0,0,1
7733,1973,0,1,1,0
2143,7733,0,0,5,1
3362,7733,0,0,1,1
7733,3592,0,0,1,1
7733,5401,0,0,1,1
7733,5452,0,0,1,3
7242,7733,0,0,1,1
7733,7337,0,0,1,1
7733,7962,0,0,1,1
7733,11676,0,3,1,0
7733,13817,0,1,1,0
702,7739,1,0,0,1
2069,7739,1,0,0,1
2322,7739,0,0,1,1
2578,7739,0,0,1,1
4229,7739,0,0,1,1
4303,7739,1,0,0,1
4769,7739,1,0,0,1
7739,4930,0,0,1,2
7739,5081,0,1,1,0
5463,7739,4,0,0,1
6289,7739,1,0,0,1
6451,7739,0,0,1,1
7359,7739,0,0,1,1
7477,7739,1,0,0,1
7731,7739,1,0,0,1
7811,7739,1,0,0,1
8119,7739,0,0,1,1
8218,7739,1,0,0,1
7739,8343,0,0,1,1
9178,7739,1,0,0,1
9682,7739,0,0,1,1
7739,10271,0,0,1,1
7739,11671,0,4,1,0
12435,7739,1,0,0,1
12442,7739,0,0,2,1
12554,7739,0,0,1,1
14158,7739,1,0,0,1
7739,14806,0,1,1,1
36,7746,2,1,0,0
7746,240,1,0,0,1
7746,789,1,1,0,0
7746,830,1,2,0,0
7746,2196,1,1,0,0
7746,5531,1,0,0,1
6602,7746,0,1,3,0
7242,7746,0,1,1,0
7746,7970,1,0,0,1
7746,11331,1,0,0,1
7746,11391,1,0,0,1
7746,11642,1,0,0,1
7746,11676,1,3,0,0
7746,13266,1,0,0,1
7746,13986,1,0,0,1
12672,7751,0,0,1,1
697,7753,1,1,0,0
789,7753,1,1,0,0
1830,7753,0,1,1,0
2596,7753,0,1,6,0
3110,7753,1,1,0,0
3802,7753,0,1,1,0
3857,7753,1,1,0,0
4086,7753,1,1,0,0
4276,7753,2,1,0,0
7753,4555,1,0,0,1
7753,4992,1,1,0,0
5337,7753,1,1,0,0
7753,5821,1,1,0,0
7753,6608,1,1,0,0
7753,6696,1,0,0,1
6815,7753,0,1,6,0
7753,7241,1,0,0,1
7753,7482,1,2,0,0
7784,7753,0,1,1,0
7753,8362,1,1,0,1
9171,7753,1,1,0,0
9350,7753,0,1,1,0
10278,7753,1,1,0,0
7753,10346,1,1,0,0
7753,10359,1,0,0,1
10437,7753,1,1,0,0
10571,7753,0,1,1,0
7753,10674,1,1,0,0
11337,7753,1,1,0,0
11391,7753,0,1,1,0
11461,7753,4,1,0,0
11608,7753,5,1,6,0
11682,7753,0,1,1,0
11973,7753,0,1,1,0
7753,12030,1,0,0,1
7753,12230,1,0,0,1
7753,13336,1,0,0,1
13543,7753,4,1,1,0
7753,13576,1,0,0,1
7753,13989,1,1,0,0
14305,7753,0,1,1,0
7753,14860,1,0,0,1
1973,7765,1,0,0,2
7566,7765,0,0,5,2
10690,7765,3,0,0,2
8135,7772,0,0,1,10
11843,7772,2,0,0,10
8135,7773,0,0,1,1
12672,7773,0,0,1,1
1380,7777,1,1,1,0
2972,7777,0,1,1,0
1694,7779,0,0,1,1
1973,7779,1,0,0,1
3592,7779,0,0,1,1
3937,7779,0,0,1,1
7784,31,0,0,1,1
7784,830,0,2,1,0
2143,7784,0,0,5,1
7784,3519,0,10,1,2
5015,7784,1,0,0,1
7784,5452,0,0,1,3
7784,6803,0,1,1,0
7242,7784,0,0,1,1
7784,7337,0,0,1,1
7784,7753,0,1,1,0
7784,10270,0,0,1,1
7784,11459,0,1,1,0
7784,11753,0,1,1,0
7784,12144,0,1,1,0
7784,12490,0,0,1,1
7784,12701,0,1,1,0
7784,12874,0,1,1,0
7784,13266,0,0,1,1
7784,14551,0,0,1,2
7784,14860,0,0,1,1
7784,14937,0,2,1,0
6183,7800,0,1,1,0
8548,7800,0,1,1,0
4830,7804,1,1,0,0
5360,7804,0,1,1,0
6183,7804,0,1,1,0
11843,7804,2,1,0,0
7811,973,1,2,0,0
7811,1262,1,1,0,0
1380,7811,1,1,1,0
7811,1662,1,1,0,0
2734,7811,0,1,1,0
7811,3103,1,1,0,0
7811,3391,1,1,0,0
7811,4102,1,1,0,0
7811,5314,1,0,0,1
6039,7811,0,1,1,0
6183,7811,0,1,1,0
6527,7811,1,1,0,0
7811,7359,1,0,0,1
7480,7811,0,1,1,0
7731,7811,1,1,0,0
8135,7811,0,1,1,0
7811,8715,1,1,0,0
7811,8848,1,1,0,0
7811,9368,1,1,0,0
7811,9912,1,1,0,0
7811,9938,1,3,0,0
7811,11069,1,0,0,1
11363,7811,0,1,1,0
11927,7811,1,1,0,0
12075,7811,1,1,0,0
7811,12435,1,1,0,0
7811,13136,1,0,0,4
7811,13412,1,1,0,0
7811,13473,1,0,0,1
621,7813,1,2,0,0
789,7813,1,2,0,0
830,7813,2,2,0,0
1881,7813,0,2,2,0
7337,7813,0,2,1,0
10270,7813,0,2,1,0
7813,10359,2,0,0,1
4378,7819,0,0,1,1
1380,7828,1,0,1,3
2734,7828,0,0,1,3
12129,7828,0,0,1,3
12672,7828,0,0,1,3
789,7830,1,1,0,0
789,7832,1,0,0,2
1973,7832,1,0,0,2
3887,7832,3,0,0,2
7549,7832,1,0,0,2
12609,7832,1,0,0,2
11843,7837,2,0,0,2
4793,7840,1,0,0,1
12672,7840,0,0,1,1
10952,7841,1,0,0,1
11459,7841,1,0,0,1
621,7845,1,0,0,1
7845,2737,0,1,1,0
3408,7845,0,0,1,1
7845,3802,0,0,1,1
4047,7845,0,0,3,1
7845,5147,0,2,1,0
7845,6955,0,0,1,2
7242,7845,0,0,1,1
7845,7337,0,0,1,1
7845,7991,0,2,1,0
7845,8362,0,1,1,1
7845,9853,0,1,1,0
7845,10952,0,1,1,0
7845,12330,0,0,1,2
7845,12874,0,1,1,0
7845,13208,0,1,1,0
7845,13761,0,1,1,0
7845,14061,0,0,1,3
8548,7849,0,1,1,0
7850,669,1,0,0,1
2833,7850,0,1,1,0
9596,7850,1,1,0,0
9604,7850,1,1,0,0
10690,7850,3,1,0,0
10952,7850,1,1,0,0
789,7855,1,0,0,1
1008,7855,0,0,1,1
1172,7855,1,0,0,1
5680,7855,2,0,0,1
6183,7855,0,0,1,1
7855,8548,0,0,1,1
10270,7855,0,0,1,1
11331,7855,0,0,1,1
12701,7855,1,0,0,1
12827,7855,0,0,1,1
7859,121,1,1,0,0
449,7859,0,1,1,0
7859,584,1,1,0,0
7859,789,1,1,0,0
7859,1973,1,1,0,0
7859,3356,1,2,0,0
7859,3833,1,0,0,1
7859,3887,1,3,0,0
7859,3933,1,2,0,0
7859,3937,1,0,0,1
7859,4520,1,0,0,1
7859,5337,1,1,0,0
7859,5452,1,0,0,3
7859,5858,1,0,0,2
7859,7048,1,0,0,1
7242,7859,0,1,1,0
7859,8004,1,0,0,1
7859,8121,1,0,0,1
7859,8362,1,1,0,1
7859,8593,1,0,0,1
7859,9853,1,1,0,0
7859,9903,1,0,0,1
7859,10690,1,3,0,0
7859,11006,1,0,0,1
7859,11328,1,1,0,0
7859,11459,1,1,0,0
7859,11676,1,3,0,0
7859,12322,1,1,0,0
7859,12330,1,0,0,2
7859,12701,1,1,0,0
7859,12874,1,1,0,0
7549,7862,1,2,0,0
10952,7862,1,2,0,0
718,7874,2,0,0,1
801,7874,1,0,0,1
1830,7874,0,0,1,1
2143,7874,0,0,5,1
7874,2907,0,3,1,0
2915,7874,1,0,0,1
3167,7874,1,0,0,1
7874,3390,0,0,1,1
7874,3507,0,1,1,0
7874,4310,0,4,1,0
7874,4827,0,1,1,0
7874,5583,0,0,1,1
7874,6559,0,0,1,1
7189,7874,1,0,0,1
7874,7475,0,1,1,0
7889,7874,0,0,1,1
8728,7874,0,0,1,1
7874,8969,0,2,1,0
9747,7874,1,0,0,1
10500,7874,0,0,1,1
11151,7874,2,0,0,1
11682,7874,0,0,1,1
7874,11784,0,0,1,1
7874,12030,0,0,1,1
7874,12230,0,0,1,1
13105,7874,2,0,0,1
7874,13546,0,1,1,0
13585,7874,2,0,0,1
13823,7874,0,0,1,1
14562,7874,0,0,1,1
14937,7874,2,0,0,1
7874,15077,0,1,1,0
7887,789,4,1,0,0
7887,9895,4,0,0,1
7887,14860,4,0,0,1
7888,533,0,1,1,0
834,7888,0,0,1,1
7888,895,0,0,1,1
7888,1223,0,4,1,0
1380,7888,1,0,1,1
7888,1897,0,0,1,1
7888,4534,0,1,1,0
7888,5463,0,4,1,0
7888,5707,0,1,1,1
6451,7888,0,0,1,1
7888,6527,0,1,1,0
7888,8112,0,1,1,0
7888,8831,0,1,1,0
7888,8848,0,1,1,0
7888,11734,0,2,1,0
12672,7888,0,0,1,1
7888,12901,0,13,1,0
7888,13473,0,0,1,1
7889,347,0,0,1,1
686,7889,0,0,1,1
7889,789,0,1,1,0
7889,1081,0,0,1,1
7889,4520,0,0,1,1
7889,5049,0,0,1,3
6648,7889,1,0,0,1
6901,7889,1,0,0,1
7242,7889,0,0,1,1
7889,7337,0,0,1,1
7889,7874,0,0,1,1
7889,8293,0,2,1,0
7889,9358,0,2,1,0
7889,9853,0,1,1,0
7889,12178,0,0,1,1
7889,12330,0,0,1,2
7889,12956,0,0,1,13
7889,13266,0,0,1,1
7889,13391,0,0,1,1
7889,13648,0,0,1,1
7889,13986,0,0,1,1
7889,14551,0,0,1,2
12276,7890,1,3,0,0
2972,7897,0,1,1,0
11843,7897,2,1,0,0
2972,7902,0,0,1,3
31,7904,0,0,1,2
